#	cg	v2x	uav
O-LoadBalancing    15.5	18.0	16.5
O-Latency   6.1	17.8	16.5
O-Hybrid   11.9	17.9	16.5
EAR-Heuristic    5.8	4.1	0.1
H-Hybrid   11.6	18.0	16.5
