#	cg	v2x	uav
O-LoadBalancing    14.9	18.0	17.1
O-Latency   10.4	17.6	17.1
O-Hybrid   13.0	18.0	17.1
EAR-Heuristic    4.0	2.5	0.4
H-Hybrid   13.3	18.0	17.1
