#	cg	v2x	uav
O-LoadBalancing    14.1	18.8	17.1
O-Latency   7.3	17.8	17.1
O-Hybrid   12.1	18.8	17.1
EAR-Heuristic    3.4	4.6	0.0
H-Hybrid   12.9	18.8	17.1
