#	cg	v2x	uav
O-LoadBalancing    13.0	19.8	17.2
O-Latency   6.4	19.2	17.2
O-Hybrid   11.0	19.8	17.2
EAR-Heuristic    4.2	5.6	0.0
H-Hybrid   11.6	19.8	17.2
