#	cg	v2x	uav
O-LoadBalancing    16.6	15.6	17.6
O-Latency   7.0	15.4	17.6
O-Hybrid   14.2	15.6	17.6
EAR-Heuristic    5.2	2.8	0.0
H-Hybrid   13.8	15.6	17.6
