#	cg	v2x	uav
O-LoadBalancing    18.0	17.4	14.6
O-Latency   7.4	17.0	14.6
O-Hybrid   14.6	17.4	14.6
EAR-Heuristic    3.4	3.8	0.0
H-Hybrid   13.4	17.4	14.6
