#	cg	v2x	uav
O-LoadBalancing    15.4	17.2	17.4
O-Latency   6.4	17.2	17.4
O-Hybrid   12.6	17.2	17.4
EAR-Heuristic    4.8	3.8	0.2
H-Hybrid   12.0	17.2	17.4
