#	local-zone  zone    international
O-LoadBalancing    59.34   59.32   76.5
O-Latency   70.84   60.04   12.9
O-Hybrid   71.27   53.68   31.8
EAR-Heuristic    67.74   59.72   30.3
H-Hybrid   72.86   49.92   35.8
