#	local-zone  zone    international
O-LoadBalancing    59.99   58.3    76.5
O-Latency   70.32   59.62   17.1
O-Hybrid   70.15   53.54   38.3
EAR-Heuristic    67.74   59.72   30.3
H-Hybrid   70.15   53.36   39
