#	local-zone  zone    international
O-LoadBalancing    61.61   55.76   76.5
O-Latency   74.81   52.4    17.1
O-Hybrid   73.93   49.18   32.7
EAR-Heuristic    67.74   59.72   30.3
H-Hybrid   72.81   51.06   32.5
