#	local-zone  zone    international
O-LoadBalancing    60.29   57.8    76.5
O-Latency   72.09   58  12.9
O-Hybrid   70.63   54.48   32.5
EAR-Heuristic    67.74   59.72   30.3
H-Hybrid   71.71   52.64   33.1
