#	local-zone  zone    international
O-LoadBalancing    58.9    60.04   76.5
O-Latency   73.15   56.3    12.9
O-Hybrid   71.47   51.74   37.2
EAR-Heuristic    67.74   59.72   30.3
H-Hybrid   71.51   52.36   34.9
