#	local-zone  zone    international
O-LoadBalancing    48.99   55.38   69.5
O-Latency   63.91   50.44   9
O-Hybrid   61.5    46.12   35.7
EAR-Heuristic    56.59   55.84   28.9
H-Hybrid   61.32   46.32   36
