#	local-zone  zone    international
O-LoadBalancing    51.47    50.62   72.6
O-Latency   65.8    45.78   14.7
O-Hybrid   63.46    45.14   28.8
EAR-Heuristic    56.59    55.84   28.9
H-Hybrid   62.48  46.82   28.3
