#	local-zone  zone    international
O-LoadBalancing    49.81    53.2    72.6
O-Latency   59.74    55.2    14.7
O-Hybrid   59.23  50.22   33.8
EAR-Heuristic    56.59    55.84   28.9
H-Hybrid   59.23  49.52   36.1
