#	local-zone  zone    international
O-LoadBalancing    62.36   56  71.5
O-Latency   74.89   51.22   21
O-Hybrid   70.18   55.18   32.5
EAR-Heuristic    71.64   53.52   30.3
H-Hybrid   69.14   54.5    40.3
