#	local-zone  zone    international
O-LoadBalancing    63.75   53.5    72.5
O-Latency   74.11   52.44   21
O-Hybrid   71.13   53.94   31.7
EAR-Heuristic    68.5    58.62   30.3
H-Hybrid   72.8    51.26   31.9
