#	local-zone  zone    international
O-LoadBalancing    63.54   52.02   78.5
O-Latency   73.83   55.26   12.9
O-Hybrid   71.38   53.72   31.2
EAR-Heuristic    67.99   59.38   30.3
H-Hybrid   72.76   52.2    28.8
