#	cg	v2x	uav
O-LoadBalancing    0.0	0.0	0.0
O-Latency   6.9	1.0	0.0
O-Hybrid   2.0	0.0	0.0
EAR-Heuristic    1.4	0.0	0.0
H-Hybrid   1.3	0.0	0.0
