#	cg	v2x	uav
O-LoadBalancing    0.1	0.0	0.0
O-Latency   9.9	0.3	0.0
O-Hybrid   3.8	0.0	0.0
EAR-Heuristic    2.8	0.0	0.0
H-Hybrid   4.9	0.0	0.0
