#	cg	v2x	uav
O-LoadBalancing    0.3	0.0	0.0
O-Latency   10.5	0.1	0.0
O-Hybrid   3.6	0.0	0.0
EAR-Heuristic    3.3	0.0	0.0
H-Hybrid   3.8	0.0	0.0
