#	cg	v2x	uav
O-LoadBalancing    0.0	0.0	0.0
O-Latency   9.4	0.3	0.0
O-Hybrid   3.6	0.1	0.0
EAR-Heuristic    2.5	0.0	0.0
H-Hybrid   3.9	0.0	0.0
