#	cg	v2x	uav
O-LoadBalancing    0.0	0.0	0.0
O-Latency   0.0	0.0	0.0
O-Hybrid   0.0	0.0	0.0
EAR-Heuristic    7.3	13.9	16.4
H-Hybrid   0.0	0.0	0.0
