#	local-zone  zone    international
O-LoadBalancing    63.35   55.24   78.7
O-Latency   76.16   54.56   12.9
O-Hybrid   75.41   51.8    26.1
EAR-Heuristic    70.76   52.58   48.2
H-Hybrid   69.46   58.74   34.8
