#	local-zone  zone    international
O-LoadBalancing    61.96   57.7  78.2
O-Latency   71.68   57.88   25.7
O-Hybrid   69.76   56.58   40.3
EAR-Heuristic    70.78   52.58   48.2
H-Hybrid   68.68   58.66   39.1
