#	local-zone  zone    international
O-LoadBalancing    62.99   55.84   78.7
O-Latency   76.28   51.96   21
O-Hybrid   73.24   54.46   28.9
EAR-Heuristic    70.76   52.58   48.2
H-Hybrid   71.54   56.66   30.5
