#	local-zone  zone    international
O-LoadBalancing    64.18   53.8    79
O-Latency   73.43   58.9    12.9
O-Hybrid   69.46   59.36   32.5
EAR-Heuristic    70.76   52.58   48.2
H-Hybrid   72.91   50.96   42.1
