#	local-zone  zone    international
O-LoadBalancing    54.06   49.34   76
O-Latency   65.03   52.5    9
O-Hybrid   61.59   53.24   24.2
EAR-Heuristic    62.75   45.94   42.4
H-Hybrid   64.88   45.14   34.2
