#	local-zone  zone    international
O-LoadBalancing    54.51   48.78   75.6
O-Latency   66.12   48.78   15.6
O-Hybrid   64.39   47.64   28.3
EAR-Heuristic    62.76   45.94   42.4
H-Hybrid   64.47   48.6    24.8
