#	local-zone  zone    international
O-LoadBalancing    51.45   54.16   73.7
O-Latency   62.24    52.9    22
O-Hybrid   62.94   48.52   33
EAR-Heuristic    62.76    45.94   42.4
H-Hybrid   63.81   50.6    21.5
