#	local-zone  zone    international
O-LoadBalancing   51.96    53.36   73.7
O-Latency   62.96   52.8    18.7
O-Hybrid   60.73   50.64   37.2
EAR-Heuristic    62.75625    45.94   42.4
H-Hybrid   59.49   53.04   35.7
