#	cg	v2x	uav
O-LoadBalancing    0.0	0.0	0.0
O-Latency   0.0	0.0	0.0
O-Hybrid   0.0	0.0	0.0
EAR-Heuristic    11.6	13.6	14.6
H-Hybrid   0.0	0.0	0.0
