#	cg	v2x	uav
O-LoadBalancing    0.0	0.0	0.0
O-Latency   0.0	0.0	0.0
O-Hybrid   0.0	0.0	0.0
EAR-Heuristic    8.4	14.2	17.2
H-Hybrid   0.0	0.0	0.0
