#	cg	v2x	uav
O-LoadBalancing    0.0	0.0	0.0
O-Latency   9.0	0.0	0.0
O-Hybrid   2.8	0.0	0.0
EAR-Heuristic    3.2	0.0	0.0
H-Hybrid   3.4	0.0	0.0
