#	cg	v2x	uav
O-LoadBalancing    0.0	0.0	0.0
O-Latency   10.6	0.4	0.0
O-Hybrid       3.4	0.0	0.0
EAR-Heuristic    3.0	0.0	0.0
H-Hybrid   4.6	0.0	0.0
