#	cg	v2x	uav
O-LoadBalancing    0.0	0.0	0.0
O-Latency   4.4	0.6	0.0
O-Hybrid   1.8	0.0	0.0
EAR-Heuristic    0.8	0.4	0.0
H-Hybrid   1.8	0.0	0.0
