#	cg	v2x	uav
O-LoadBalancing    0.2	0.0	0.0
O-Latency   9.8	0.2	0.0
O-Hybrid   2.6	0.0	0.0
EAR-Heuristic    2.0	0.0	0.0
H-Hybrid   3.0	0.0	0.0
