#	cg	v2x	uav
O-LoadBalancing    0.0	0.0	0.0
O-Latency   6.6	0.6	0.0
O-Hybrid   2.0	0.0	0.0
EAR-Heuristic    0.4	0.0	0.0
H-Hybrid   1.4	0.0	0.0
