#	local-zone  zone    international
O-LoadBalancing    52.01   48.9    75.4
O-Latency   63.38   49.26   15.6
O-Hybrid   63  45.56   29.8
EAR-Heuristic    58.44   52.92   28.9
H-Hybrid   62.19   44.64   36.9
