#	local-zone  zone    international
O-LoadBalancing    51.31       51.26   71.4
O-Latency   64.46   47.56   15.6
O-Hybrid   60.01   50.66   28.3
EAR-Heuristic    60.93   49.06   28.9
H-Hybrid   59.04   50.44   34.1
