#	local-zone  zone    international
O-LoadBalancing    52.71   49.52   69.8
O-Latency   64.59   47.34   15.6
O-Hybrid   62.53   46.86   27.9
EAR-Heuristic    58.45   52.92   28.9
H-Hybrid   64.51   43.36   29.2
