#	local-zone  zone    international
O-LoadBalancing    52.11   47.98   78
O-Latency   63.22   51.48   9
O-Hybrid   61.32   48.26   29.4
EAR-Heuristic    59.03   52.02   28.9
H-Hybrid   62.55   46.96   27.4
