experiment,iteration,cluster,cpu_used,cpu_alloc,cpu_util,memory_used,memory_alloc,memory_util
1,5,mec13,2.9,4.0,71.2,2552063232.0,4022022144.0,63.5
1,5,mec14,2.4,4.0,60.5,1789748480.0,4022013952.0,44.5
1,5,mec11,3.0,4.0,74.5,2565694720.0,4022013952.0,63.8
1,5,mec16,3.0,4.0,75.5,2610783488.0,4022013952.0,64.9
1,5,mec17,2.1,4.0,53.8,1849517312.0,4022013952.0,46.0
1,5,mec18,2.9,4.0,72.8,2346542336.0,4022013952.0,58.3
1,5,mec15,3.0,4.0,73.8,2406311168.0,4022013952.0,59.8
1,5,mec20,2.5,4.0,61.3,2104321280.0,4022013952.0,52.3
1,5,mec21,2.4,4.0,60.5,1911383296.0,4022013952.0,47.5
1,5,mec22,1.6,4.0,38.8,1118659840.0,4022022144.0,27.8
1,5,mec19,3.0,4.0,75.5,2606589184.0,4022013952.0,64.8
1,5,mec24,1.6,4.0,38.8,1118659840.0,4022022144.0,27.8
1,5,mec25,2.8,4.0,70.5,2395825408.0,4022013952.0,59.6
1,5,mec26,2.9,4.0,73.2,2394776832.0,4022013952.0,59.5
1,5,mec23,2.2,4.0,56.0,1915577600.0,4022022144.0,47.6
1,5,mec3,3.9,8.0,49.2,3844957440.0,8242675712.0,46.6
1,5,mec4,5.0,8.0,62.7,4158481664.0,8242683904.0,50.5
1,5,mec5,3.6,8.0,45.5,3386729728.0,8242683904.0,41.1
1,5,mec6,4.6,8.0,57.1,4608320768.0,8242683904.0,55.9
1,5,mec7,3.6,8.0,45.6,3773654272.0,8242675712.0,45.8
1,5,mec1,9.4,12.0,78.5,9711740160.0,12457054208.0,78.0
2,1,mec12,3.1,4.0,77.2,2512217344.0,4022013952.0,62.5
2,1,mec13,2.7,4.0,68.0,2780652800.0,4022022144.0,69.1
2,1,mec14,2.8,4.0,69.0,2473420032.0,4022013952.0,61.5
2,1,mec11,2.9,4.0,71.5,2731369728.0,4022013952.0,67.9
2,1,mec16,2.9,4.0,73.0,2650629376.0,4022013952.0,65.9
2,1,mec17,3.1,4.0,77.8,2468177152.0,4022013952.0,61.4
2,1,mec18,3.1,4.0,76.5,2738709760.0,4022013952.0,68.1
2,1,mec15,3.0,4.0,75.2,2432525568.0,4022013952.0,60.5
2,1,mec20,3.2,4.0,79.0,2700961024.0,4022013952.0,67.2
2,1,mec21,3.0,4.0,76.0,2745001216.0,4022013952.0,68.2
2,1,mec22,3.1,4.0,78.8,2344445184.0,4022022144.0,58.3
2,1,mec19,3.1,4.0,78.5,2662163712.0,4022013952.0,66.2
2,1,mec24,2.9,4.0,72.0,2479711488.0,4022022144.0,61.7
2,1,mec25,3.1,4.0,77.0,2722981120.0,4022013952.0,67.7
2,1,mec26,3.2,4.0,80.0,2606589184.0,4022013952.0,64.8
2,1,mec23,2.8,4.0,68.8,2425185536.0,4022022144.0,60.3
2,1,mec3,5.4,8.0,67.9,5275215104.0,8242675712.0,64.0
2,1,mec4,3.8,8.0,48.0,3406652672.0,8242683904.0,41.3
2,1,mec5,2.1,8.0,26.4,2069718272.0,8242683904.0,25.1
2,1,mec6,6.1,8.0,76.0,6081570048.0,8242683904.0,73.8
2,1,mec7,3.0,8.0,37.8,2769118464.0,8242675712.0,33.6
2,1,mec1,2.5,12.0,21.0,1948083456.0,12457054208.0,15.6
2,2,mec12,3.1,4.0,77.2,2512217344.0,4022013952.0,62.5
2,2,mec13,2.8,4.0,70.8,2533188864.0,4022022144.0,63.0
2,2,mec14,2.8,4.0,69.0,2473420032.0,4022013952.0,61.5
2,2,mec11,2.9,4.0,71.5,2731369728.0,4022013952.0,67.9
2,2,mec16,3.0,4.0,75.5,2610783488.0,4022013952.0,64.9
2,2,mec17,3.1,4.0,77.8,2468177152.0,4022013952.0,61.4
2,2,mec18,2.9,4.0,73.0,2965202176.0,4022013952.0,73.7
2,2,mec15,3.0,4.0,75.2,2432525568.0,4022013952.0,60.5
2,2,mec20,3.0,4.0,73.8,2512217344.0,4022013952.0,62.5
2,2,mec21,3.0,4.0,76.0,2745001216.0,4022013952.0,68.2
2,2,mec22,3.1,4.0,78.2,2537383168.0,4022022144.0,63.1
2,2,mec19,2.8,4.0,69.2,2576180480.0,4022013952.0,64.1
2,2,mec24,3.2,4.0,79.0,2996659456.0,4022022144.0,74.5
2,2,mec25,2.8,4.0,70.8,2435671296.0,4022013952.0,60.6
2,2,mec26,3.2,4.0,80.0,2606589184.0,4022013952.0,64.8
2,2,mec23,2.8,4.0,68.8,2425185536.0,4022022144.0,60.3
2,2,mec3,6.4,8.0,79.8,5795308800.0,8242675712.0,70.3
2,2,mec4,3.3,8.0,40.9,2301453568.0,8242683904.0,27.9
2,2,mec5,2.1,8.0,26.4,2069718272.0,8242683904.0,25.1
2,2,mec6,5.1,8.0,64.0,5454521600.0,8242683904.0,66.2
2,2,mec7,4.1,8.0,51.1,3894240512.0,8242675712.0,47.2
2,2,mec1,2.5,12.0,21.0,1948083456.0,12457054208.0,15.6
2,3,mec12,3.1,4.0,77.2,2512217344.0,4022013952.0,62.5
2,3,mec13,2.3,4.0,56.5,1852663040.0,4022022144.0,46.1
